row_index,status,prompt,width,height,num_frames,frame_rate,seed,mode,image_prompt,image_prompts,image,extra_body_image,video_id,output_path,error_message,duration_seconds
11,success,萧宇观测到木星表面变成了暗红色仿佛在被鲜血覆盖狂暴气旋在木星表面肆虐卫星轨道被严重干扰,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzQ3NDFlMjQxZmMxMWMxZDMzMzQ3NDAyMmFmZTE2ZmYxYjBkOTQwNmQ4NWM3Yjk4Nw==,chapter2_output\0011_萧宇观测到木星表面变成了暗红色仿佛在被鲜_20260614_023536.mp4,,568.3
12,success,萧宇通过望远镜观察到木星撞击点发生了核聚变现象巨大的磁场约束着聚变反应堆,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2M1Y2FmMzZhY2MzMTYzOGI4YTFiNDY5MjQ1ZmE3MmQxMDE3MzA2MDhiMzgxNTYwMA==,chapter2_output\0012_萧宇通过望远镜观察到木星撞击点发生了核聚_20260614_023034.mp4,,296.3
13,success,萧宇意识到这是大自然在教他可控核聚变技术他心中涌起难以抑制的激动和兴奋,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzZjMWQxODZlM2I4MjMxOTA3NTcxMzNjNGYyZDIwMjk4MGMzZTkwOTFhZWFlODkyOQ==,chapter2_output\0013_萧宇意识到这是大自然在教他可控核聚变技术_20260614_023057.mp4,,312.4
14,success,萧宇疯狂收集可控核聚变数据无数公式和参数在计算板上飞速运算他找到了磁场约束的核心秘密,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzNjYWFlNzAyOTNhZmI5YmU0NGYzYmUwZDYyZjhiMDcwNzRlM2QzOTExMDBmMDFmNw==,chapter2_output\0014_萧宇疯狂收集可控核聚变数据无数公式和参数_20260614_023318.mp4,,463.3
15,success,木星风带来的高能带电粒子流摧毁了萧宇一半设备中央电脑运算能力降到百分之三十,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzBkZDkyZWY1Zjk1YzI4OWZkNzJiN2M4NmU3OGEyNmVlZTNiMTQ4MjM3Y2Y4YjJlMA==,chapter2_output\0015_木星风带来的高能带电粒子流摧毁了萧宇一半_20260614_023341.mp4,,478.7
16,success,萧宇在火星背面重新躲藏起来集中所有剩余计算力攻克可控核聚变难题他要用五天时间完成这项伟业,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Q2MDU3MTA0MGE5ZTdkMjk0YjRhYjMxZTRjNmRlZmI5MTVmNDNjMjY2NDQ5NjJiMg==,chapter2_output\0016_萧宇在火星背面重新躲藏起来集中所有剩余计_20260614_023506.mp4,,561.7
17,success,五天时间转瞬即逝萧宇成功掌握了磁场约束可控核聚变的核心技术他心中狂吼建设庞大的宇宙舰队,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzA4NjNlN2UwZTgwZWU2YTk2NTkyMTJjZTc1YmYzYzg2Yzg1Y2QwOGNiZDFiZGIyNg==,chapter2_output\0017_五天时间转瞬即逝萧宇成功掌握了磁场约束可_20260614_023127.mp4,,343.5
18,success,萧宇开始着手修复受损的飞船材料加工间的机械臂开始工作修补船体上的破洞,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzNmYzQxMGUyYmZiMjExZmFhZTA0MDI2ODRiMjJiMTA0NDJmNDg3MGFhOGQxYzNhZA==,chapter2_output\0018_萧宇开始着手修复受损的飞船材料加工间的机_20260614_023050.mp4,,307.7
19,success,萧宇在核聚变理论突破后重新规划航线决定不再前往土卫六而是直接利用太阳引力加速,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzE1N2U2YjcxNDI4MmFiMDM4NzA3OGRhYzM1Nzk5Y2Q3MmI3NWYxMjQxZTEyMzA1ZQ==,chapter2_output\0019_萧宇在核聚变理论突破后重新规划航线决定不_20260614_023511.mp4,,569.0
20,success,萧宇的飞船从火星轨道出发朝太阳方向飞去发动机喷射出稳定的蓝色等离子火焰,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2JmYTgyYTJiNGExNTI3ZDhiYmFjM2VjNGRhMzlhNTQxYjY4ZWE3YzVlZjg5ODVmZQ==,chapter2_output\0020_萧宇的飞船从火星轨道出发朝太阳方向飞去发_20260614_023236.mp4,,380.9
21,success,飞船接近太阳太阳表面爆发的巨大日冕物质抛射如红色触手伸向太空威胁着萧宇的飞船,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzUxYzQxNmVjMWU4MGRiNjE0MzA3NGRlNGQ0YWQyNzIzYTJmMzk2Yzk4NzYxOWRmYw==,chapter2_output\0021_飞船接近太阳太阳表面爆发的巨大日冕物质抛_20260614_023102.mp4,,319.6
22,success,萧宇操控飞船紧贴太阳边缘掠过太阳能板和隔热层承受着前所未有的高温考验,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzE3MmVlNGRiZjIxYzA5MWI0MWM2NTljOWQ1MDA5OTY3YTU1YTg2MjdmNDU3Y2MxYg==,chapter2_output\0022_萧宇操控飞船紧贴太阳边缘掠过太阳能板和隔_20260614_023109.mp4,,324.4
23,success,太阳引力将飞船加速到惊人的二十六公里每秒萧宇的飞船如同一颗子弹被弹射向外太阳系,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzc5Y2IxY2IxOGMxNzIzOGFhNmZhMmFiN2IxNDNhY2ZkMjQyMzA0Mzg3OGQyNDk2OA==,chapter2_output\0023_太阳引力将飞船加速到惊人的二十六公里每秒_20260614_023134.mp4,,349.2
24,success,地球轨道上现在漂浮着地球爆炸后形成的碎片带大小不一的岩石在太空中缓慢漂移,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2FiOGFhYjM2YTc5NjZjYTYzNTQyMTI3OGFkOWEwZGRlODBiYzlkYzAzM2Y0YmI5Yw==,chapter2_output\0024_地球轨道上现在漂浮着地球爆炸后形成的碎片_20260614_023114.mp4,,328.5
25,success,萧宇的飞船进入地球碎片带周围到处是曾经属于地球的建筑材料钢铁和混凝土碎片,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzAyYmIzOGJlNGZjMjJhODUxNWZjNDVlOWM2NzQ1MzFhMDQzYmNjYmViZWE2ZTU1OA==,chapter2_output\0025_萧宇的飞船进入地球碎片带周围到处是曾经属_20260614_023119.mp4,,337.0
26,success,萧宇操控飞船在碎片带中谨慎穿行雷达不断发出碰撞预警他必须避开足够大的碎片,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzk0YjQ2ZWYwMzk2ZTIyMWJjNWVjZjZmZjRkMWEyYjZmNDg2NTQwNGI5ZmQ5Y2JjZQ==,chapter2_output\0026_萧宇操控飞船在碎片带中谨慎穿行雷达不断发_20260614_023425.mp4,,492.9
27,success,萧宇在碎片带中发现了一块巨大的钢铁建筑残骸他决定冒险收集这块宝贵的金属材料,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2UzMjIzYjdjNTc0YzQwNjM0ZjlhZmY1NjdlY2RmOWQ4N2VkZDM5NDBjNmJlNzVhOA==,chapter2_output\0027_萧宇在碎片带中发现了一块巨大的钢铁建筑残_20260614_023403.mp4,,498.2
28,success,萧宇将收集到的金属碎片送入材料加工间机器人开始对这些回收材料进行分类处理,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzI3YTYzMzA3YmMyMDBkNTMwNzlmZTI5MmYzODFhOTAyMmUxNDZlZjQzNTQzYTkwNA==,chapter2_output\0028_萧宇将收集到的金属碎片送入材料加工间机器_20260614_023140.mp4,,359.4
29,success,萧宇在碎片带中发现了彗星——大量被太阳蒸发的水分子凝结成的冰晶团,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzRhOWY3ZWU4ZGE5YmRkNjcyNzhlM2EwMmIxYzI1ODRjMTA5Y2I1OTRjODQ0Njg0ZQ==,chapter2_output\0029_萧宇在碎片带中发现了彗星__大量被太阳蒸_20260614_023150.mp4,,364.3
30,success,萧宇展开巨大的收集装置试图从彗星蒸汽云中收集水分为飞船补充燃料,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Q1OGE3MmYyMWQ0Mjc4MmM0M2VlZWI2ZTY1OGU3YjdhYjI3MTI1M2I2MWQwYTU3Zg==,chapter2_output\0030_萧宇展开巨大的收集装置试图从彗星蒸汽云中_20260614_023242.mp4,,391.0
31,success,收集工作极其艰难二十四小时只收集到不足一千克的物质其中水含量不到百分之三十,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzkxYjBlZTRhYjA2ZDFlNWM0ODE4YWJmNDI3NDAyY2QxMTNhNzU0NDhkMTJlOGRlMQ==,chapter2_output\0031_收集工作极其艰难二十四小时只收集到不足一_20260614_023204.mp4,,377.2
32,success,萧宇没有放弃继续操控飞船在彗星云中穿梭收集每一滴水分子他深知这是唯一的希望,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2RkMWFjZDI4M2FlMGY1YWE1ZjlmYTk3MmZlMmFkNzMzMzFkMDQwOThhMmIyNGMxNg==,chapter2_output\0032_萧宇没有放弃继续操控飞船在彗星云中穿梭收_20260614_023156.mp4,,372.0
33,success,萧宇在漫长的航行中找到了天苑四恒星的方向那颗拥有行星的恒星发出温暖的金色光芒,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2IxYzcyMjdkZWI1NTAxNTI2ZGI3NTM0YzU4MDI4ODQ0YzZlZWFjNGY3NjkyM2QzYg==,chapter2_output\0033_萧宇在漫长的航行中找到了天苑四恒星的方向_20260614_023649.mp4,,597.8
34,success,萧宇对着天苑四的方向默默许愿希望能成功获取液氢液氧然后前往天苑四完成恒星际航行,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2IyOTgzNDBlZDcxZmYxMjZlMTc5YmNmNmEzY2M1MWQ2YjhlNjAyM2JmM2ZkMjVjZA==,chapter2_output\0034_萧宇对着天苑四的方向默默许愿希望能成功获_20260614_023209.mp4,,383.0
35,success,太阳风带着木星撞击后的高能粒子横扫整个太阳系小行星带被彻底打乱,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2NhODhjZDIxOGIzMmNlZGExNTE5NmYwNDkyODFhMDM2ZTllNzcxOTkyODY2NTliNw==,chapter2_output\0035_太阳风带着木星撞击后的高能粒子横扫整个太_20260614_023524.mp4,,576.7
36,success,萧宇的飞船继续向土星方向航行沿途经过木星时再次被木星引力加速,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzJkMDdmZjA2ZjE1ZDhjZTMzMDI5MDUyNDI5NTg1MWUwYzU4YTk4M2YxNDM5YjRmOQ==,chapter2_output\0036_萧宇的飞船继续向土星方向航行沿途经过木星_20260614_023518.mp4,,570.9
37,success,飞船穿越小行星带周围无数岩石碎片在舷窗外飞速掠过萧宇紧张操控规避机动,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2FkYWIyYTcyMTE3NGIwMDk0MzE3ZDYzZDg5MjBmN2M0MDAyOTgzNTM1MGM4YjFlYg==,chapter2_output\0037_飞船穿越小行星带周围无数岩石碎片在舷窗外_20260614_023626.mp4,,638.7
38,success,萧宇操控飞船上的机器人用剩余材料制作了简易滤网在星际空间中收集冰粒和灰尘,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2E4NjE4MWY3NGFkODJiOTRjOGIwYjUwNTEzZDFlZjI3OWU1ZTE5MmI4NzdlYjViNQ==,chapter2_output\0038_萧宇操控飞船上的机器人用剩余材料制作了简_20260614_023621.mp4,,571.3
39,success,萧宇在太阳系边缘回望曾经的家那个已经不复存在的地球轨道只剩下碎片云在闪烁,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzc0MTk3ODQ0M2Y0YzRjMTdjNDc3NTBiMTYwNTIzZGI5MTIzOTliOWIyNTdhNjU3YQ==,chapter2_output\0039_萧宇在太阳系边缘回望曾经的家那个已经不复_20260614_023530.mp4,,582.1
40,success,萧宇重新启动了核聚变反应堆测试系统蓝色等离子环在磁场约束下稳定燃烧,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2IzNjE4ZjI4Yzc1Njc4YjRjNDU3NjA2MmJhMmNhMWY5ZDVjMjE2MDVhNmJkY2JlOQ==,chapter2_output\0040_萧宇重新启动了核聚变反应堆测试系统蓝色等_20260614_023215.mp4,,387.1
