prompt,image_prompt,width,height,num_frames,frame_rate,seed,negative_prompt
"林晨冲进主控室，对着通讯器大喊启动紧急预案，几名助手迅速就位启动系统，屏幕上进度条开始加载","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船引擎开始预热，巨大的喷口喷出淡蓝色等离子火焰，整个地下基地震动起来，灰尘从天花板落下","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"基地顶部的大型舱门缓缓打开，露出上方夜空中的星空，月光透过打开的舱门照进基地内部","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨最后看了一眼控制台上显示的地球实时画面，深吸一口气，按下了发射按钮，手指在红色按钮上停顿了一秒","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船在反重力引擎推动下从基地井中缓缓升起，外壳被大气摩擦开始发出暗红色光，速度越来越快","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船冲破云层进入太空，从舷窗看地球的壮美全貌，蓝色星球在黑暗中缓缓旋转，美丽而脆弱","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船进入地球同步轨道，调整姿态面向地球方向，太阳能板展开，林晨透过观测窗凝视下方","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"突然地球表面出现第一道裂缝，从大西洋中部开始延伸，岩浆的橙红色光芒从裂缝中透出","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"裂缝迅速扩展，像破碎的蛋壳一样从内部裂开，大陆板块开始分离移位，巨大的地质断层在全球蔓延","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨在飞船上通过传感器看着这一切，手紧抓控制台边缘，指节发白，LED表情显示震惊与悲痛","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"地球开始从内部膨胀，地表隆起数千公里的山脉，海洋被蒸发成蒸汽云，整个星球像一个即将爆炸的气球","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船上的报警系统狂响，林晨被迫启动紧急推进系统，飞船引擎全力喷射，加速远离地球","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"从飞船尾部视角看地球，地球表面已经布满发光的裂缝，地幔物质从裂缝中喷涌而出如血色喷泉","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"地球终于到达临界点，核心发生超新星级别爆炸，整个星球从内部撕裂，强光从裂缝中射出","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"地球在太空中解体成无数碎片，炽热的岩浆和岩石碎块向四面八方飞散，形成一个巨大的碎片云","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"爆炸冲击波以光速向外扩散，距离最近月球被冲击波击中，表面瞬间被熔化，月球开始碎裂","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船被冲击波追上，船身剧烈震动警报声刺耳，林晨被甩到座椅上，安全带死死拉住他，面前的控制面板闪烁红光","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船的防护罩全力开启，与冲击波对抗，能量盾表面泛起涟漪般的光芒，船体发出不堪重负的呻吟","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"冲击波过后的沉寂，飞船漂浮在黑暗中，林晨缓缓睁开眼，发现飞船大部分系统离线，只有应急灯亮着昏暗的光","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨艰难地从座椅上爬起，按下全息显示器开关，屏幕闪烁着雪花后慢慢亮起","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"全息显示器显示飞船受损状况评估，船体完整性下降到67%，生命支持系统可用，推进系统严重受损","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨检查储存舱，确认冷冻胚胎库和植物种子库完好无损，松了一口气靠在舱壁上","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"舷窗外，地球的碎片云在阳光下闪烁如钻石尘埃，原处月球的位置只剩下一团碎石环","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨启动自动修复系统，机械臂开始在船体外壳上进行焊接修复，闪光在黑暗中明灭","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船主引擎尝试点火，喷出微弱火焰后熄灭，林晨在控制台前皱眉，重新计算推进方案","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨打开星图，在碎片云中标记出一条可以穿越的路径，目标指向火星轨道，手指在星图上划出航线","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"辅助引擎启动，飞船开始缓慢调整姿态，船头对准碎片云的方向，尾部推进器开始预热","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船缓缓驶入地球碎片云，大大小小的岩石从舷窗旁飘过，林晨专注操控，避开较大的碎片","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"一块建筑物大小的混凝土碎片从飞船前方飘过，林晨紧急启动侧推进器规避，飞船几乎擦着碎片边缘通过","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨回头看向后方，碎片云在太阳照射下呈现出诡异的美感，那是曾经的家园最后的模样","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船穿越碎片云进入相对安全的太空区域，太阳光直接照进舷窗，照亮了林晨疲惫但坚定的脸庞","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨来到位于飞船核心的生命维持舱，查看了冬眠舱阵列，1200个冬眠舱整齐排列，每个舱体上的生命指示灯规律闪烁","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨走进植物培育室，LED生长灯下，第一批太空小麦已经有半人高，绿叶在循环空气中微微摇曳","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨来到飞船的中央控制室，坐在船长座椅上启动了中央人工智能系统，AI全息形象出现在他面前","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"AI女声在林晨耳边响起，报告飞船状态并询问下一步指令，林晨对着空气说出目标火星","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨回到自己的休息舱，狭小但整洁的空间里只有一个床铺一个书桌，桌上放着一张全家福照片","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨拿起照片看了许久，手指轻轻划过照片上人的脸庞，然后小心地将照片收进抽屉","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨躺在床铺上，望着天花板，思绪万千，飞船轻微的有规律振动如同催眠曲","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船自动航行模式下，林晨在睡眠中做噩梦，眉头紧皱身体微微抽搐，梦中是地球爆炸的画面","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨猛然惊醒，大口喘气，额头满是汗水，坐起身来平复呼吸后看向窗外的星空","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨来到观察舱，透过全景玻璃窗望着外面深邃的宇宙，远处一颗星星闪烁着温暖的光芒","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨开始记录航行日志，对着摄像头平静地讲述过去72小时的经历，声音沉稳但眼中的悲伤难以掩饰","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨在飞船上找到了一小袋地球的泥土样本，这是出发前科学院同事塞给他的，他打开袋子闻了闻泥土的气息","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨将泥土样本小心地放进种子库的保存箱中，和那些等待在新的星球生根发芽的种子放在一起","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"林晨站在飞船观察舱，面对无垠星空，自言自语地许下承诺，眼神逐渐变得坚定","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"飞船尾部引擎亮起稳定的蓝色光芒，在深邃的星空中向火星方向加速驶去，地球的碎片云在后方越来越远","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
"全息屏幕上显示着飞船的航向图，从地球残骸指向火星，旁边一行小字：人类文明重启计划·第一阶段目标火星","",1152,768,81,24,42,"画面闪烁，角色变形，结构错位，跳帧，画面抖动，模糊"
