prompt,image,num_frames,frame_rate
分镜019: 中景推镜头进入超市内部，货架倒塌散落杂物,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜020: 机器人走过货架，手指扫过灰尘覆盖的罐头，LED闪烁,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜021: 特写罐头标贴，机器人手指拿起罐头检查,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜022: 中景，机器人将罐头装入背包，继续搜索,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png,121,24
分镜023: 突然远处传来撞击声，机器人立刻停住，LED切换为警觉,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜024: 特写耳朵机械传感器微微转动，捕捉声音方向,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜025: 中景，机器人缓慢转身，手部移向枪套，凝视超市深处,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜026: 主观视角透过倒塌货架看向黑暗中的门道,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜027: 机器人向前缓慢移动，靴子踩在碎玻璃上发出声响,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜028: 中景，机器人到达内部门口，侧身倾听，手按在枪上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png,121,24
分镜029: 推开门进入仓库区，昏暗光线，天花板漏水形成水坑,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜030: 中景，机器人搜索仓库货架，找到弹药箱，LED显示满意,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜031: 特写手指打开弹药箱，看到一排整齐的左轮手枪子弹,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜032: 机器人取出一排子弹，放入背包，动作精准流畅,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜033: 外面传来第二声撞击，比上次更大，玻璃震碎的声音,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜034: 中景，机器人快速起身，背起包，快步走向门口,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜035: 在门口停住，向外观察，街道上出现一个跌跌撞撞的人影,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜036: 远景，丧尸从街道拐角出现，步履蹒跚，衣衫褴褛,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜037: 中景，机器人从门缝观察，LED表情凝重，评估威胁,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜038: 丧尸缓慢走近，发出低沉的嘶吼声，镜头推近脸部特写,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜039: 特写丧尸浑浊眼球，外露牙齿，腐烂皮肤细节,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜040: 中景，机器人决定离开超市，从侧门悄声退出,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜041: 机器人沿建筑阴影移动，避开丧尸视线，战术动作,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜042: 主观视角，从拐角偷看丧尸在街道上徘徊,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜043: 特写手部解开枪套扣子，缓慢拔枪，金属摩擦声,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜044: 突然另一只丧尸从侧面出现，机器人扭头发现,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜045: 中景快速反应，机器人转身面对两只丧尸，举枪,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜046: 丧尸发现机器人，加速冲来，发出尖锐嚎叫,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜047: 特写LED面部切换到战斗模式：红色光芒，冷酷表情,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜048: 中景，机器人扣动扳机，枪口火焰喷出，镜头震动,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜049: 慢动作特写，子弹穿过空气，击中丧尸胸口，血花飞溅,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜050: 中景，丧尸中弹后仰倒下，尘土飞扬,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜051: 快速转向另一只丧尸，再开一枪，命中头部,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜052: 特写第二只丧尸头部中弹，倒地抽搐后静止,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜053: 中景，机器人保持射击姿势，缓慢扫视四周,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png,121,24
分镜054: 等待数秒确认无更多威胁，LED切换回正常模式,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜055: 机器人走近尸体踢了一脚确认死亡，俯身检查,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜056: 远景，街道尽头出现一大群丧尸，至少20只，缓慢涌来,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜057: 中景，机器人后退一步，评估形势，快速检查弹药,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png,121,24
分镜058: 特写手指打开左轮弹仓检查子弹数，然后合上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜059: 中景，机器人冲向附近建筑二楼楼梯，快速攀爬,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜060: 俯拍，丧尸群涌向建筑下方，爬上楼梯，场面混乱,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜061: 机器人到达二楼平台，俯视下方丧尸群，举枪射击,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜062: 俯拍中景，连续射击，每一枪打倒一个丧尸,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜063: 特写弹壳弹跳落地，左轮手枪冒烟,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜064: 中景，丧尸爬上一楼开始上楼梯，镜头跟拍,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜065: 机器人踢倒楼梯，丧尸摔落，继续射击,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜066: 特写手部快速换弹，弹壳掉落，新弹装入,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜067: 丧尸突破其他楼梯口冲上二楼，机器人后退,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜068: 中景近距格斗，机器人用枪托砸向丧尸头部,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜069: 特写枪托砸中丧尸脸部，血肉模糊,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
