row_index,status,prompt,width,height,num_frames,frame_rate,seed,mode,image_prompt,image_prompts,image,extra_body_image,video_id,output_path,error_message,duration_seconds
11,success,萧宇在地面控制中心启动灵魂传输装置他闭目躺在设备中央身体逐渐变得透明灵魂意识通过光束传输向太空中的飞船,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2NjZmU4N2M4OGFhMmFlMThjOGUzZmIxYjAzNjVkMTAyOTM4MjY0YWJlYjY2ZWQzNw==,chapter1_output\0011_萧宇在地面控制中心启动灵魂传输装置他闭目_20260614_020931.mp4,,293.5
12,success,灵魂光束穿越大气层飞向同步轨道上的飞船与飞船主控电脑融合的整艘飞船的指示灯同时亮了起来,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzkwZWY1OTA3NWJlOGNmYzM3YzMzMGM2YmUyYTRhZjNiODg5ZmM5M2I4ZGVkYmIxMw==,chapter1_output\0012_灵魂光束穿越大气层飞向同步轨道上的飞船与_20260614_020941.mp4,,301.6
13,success,飞船尾部喷射幽蓝等离子尾焰从同步轨道加速逃离地球萧宇的意识已经与飞船融为一体感受着三十米长的新身体,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Q0YzY1M2Y0MjczYWZjMDRkMjg3NWQ0YTNlODU1OWQ2MDhmODg3MzcwNDM4YTBhZQ==,chapter1_output\0013_飞船尾部喷射幽蓝等离子尾焰从同步轨道加速_20260614_021210.mp4,,391.9
14,success,萧宇通过光学望远镜观测地球方向原本蓝色的星球已经变成了一大片光幕海水被太阳蒸发形成巨大彗尾,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2M5NmMwOWJmNGFjMWM1NTgyZTk1YjZhNzJjMzhhNTdmNzM5ZDVmZmQ2MjI4ZTNiMw==,chapter1_output\0014_萧宇通过光学望远镜观测地球方向原本蓝色的_20260614_021108.mp4,,391.7
15,success,地球爆炸后形成的无数碎片在太空中缓缓汇聚像钻石尘埃在阳光照射下闪烁数百万年后将重新聚合成新行星,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2IwMDYxOGYwMjg3ZjE3Y2ZmODZiNDU3OWI2ODJlZDZjODVjNjNlOTUyZTI3MTk3OA==,chapter1_output\0015_地球爆炸后形成的无数碎片在太空中缓缓汇聚_20260614_021312.mp4,,518.6
16,success,一艘小飞船在无尽的黑暗宇宙中孤独前行远处银河横贯天际星光璀璨如同钻石撒在黑色天鹅绒上,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2QxZmM1MjQzYTgzZDFhNmYyMWRmZGU3MjRhOTBiNzcwYmIzZTE4MTA0OThiOGRlMA==,chapter1_output\0016_一艘小飞船在无尽的黑暗宇宙中孤独前行远处_20260614_021120.mp4,,401.4
17,success,远方地球方向突然出现一个异常光点天文望远镜自动对焦系统立刻转动角度追踪这个光点镜片组在黑暗中精密旋转,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Y2YjAxMjZmNzdhYTQ2MTljMjg3MDA5OTQ3ZmE3NjY3Mzg3MWU4NzViYWZiOTlkMA==,chapter1_output\0017_远方地球方向突然出现一个异常光点天文望远_20260614_021330.mp4,,534.4
18,success,萧宇通过计算发现月球轨道异常它以每秒一百三十七公里的惊人速度飞向木星注定发生正面撞击红色警告标注在屏幕上,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2QwNDVlZDJkY2VhNDk3NDBkZjBiYTE1YjBlNzk1NTcyNWJhOTg4ODkxYTRjNDlhMg==,chapter1_output\0018_萧宇通过计算发现月球轨道异常它以每秒一百_20260614_021124.mp4,,406.5
19,success,萧宇迅速放弃木卫二计划决定改道火星飞船发动机点火减速以四千米每秒的速度被火星引力捕捉进入环绕轨道,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzNhODZjZGEyNThkZDJmMGE3ZTJjZmNiYTQ1ZjJmYjE2NWRiYTBlOWNjYjRkMjFkOQ==,chapter1_output\0019_萧宇迅速放弃木卫二计划决定改道火星飞船发_20260614_021439.mp4,,568.2
20,success,萧宇的飞船在火星背面缓慢绕行透过观测窗看着火星表面赤红色地貌远处地球方向的天空出现异常光亮,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzBkZmY5NDU5MWE3YmE4ZWU4YmVhNDE1NDkzZGNiYTg5NThlYzU2YWFlNjFkMDhiYw==,chapter1_output\0020_萧宇的飞船在火星背面缓慢绕行透过观测窗看_20260614_021011.mp4,,306.8
21,success,一颗直径三十米的巨大钢铁陨石以极高速度撞击火星表面瞬间爆发出耀眼的闪光和环形冲击波,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2U4MzlhZWZkMWJhOTQ2NzVmNjNlNTY4MTkwMTgyMzk5YzdjMGRhODMzNjk5OWQxYw==,chapter1_output\0021_一颗直径三十米的巨大钢铁陨石以极高速度撞_20260614_021246.mp4,,488.5
22,success,撞击引发连锁反应火星上沉寂万年的火山重新爆发滚滚浓烟和火山灰遮天蔽日永冻冰层融化形成暴雨,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzUxZTM2NTVhMTVmNTNlYzc3MjEzY2JiYmVmZTc1NDIxMmNmYmI3YzhmYjFjMzMzMw==,chapter1_output\0022_撞击引发连锁反应火星上沉寂万年的火山重新_20260614_020936.mp4,,297.4
23,success,萧宇在飞船中静静观察手指轻轻敲击控制台计算着月球撞击木星的时间和能量释放规模,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzYwZDM1NjgyYjFjNGIzZWU0NmMyMDYwMDBiM2YyNDcwOGVkNWExYTc2YjExYzdjMQ==,chapter1_output\0023_萧宇在飞船中静静观察手指轻轻敲击控制台计_20260614_021525.mp4,,552.9
24,success,萧宇释放小型卫星进入环绕火星轨道卫星展开太阳能电池板搭载的天文望远镜对准了遥远的木星方向,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzE2M2E3OWU2Y2Q1Zjk1NjVlOThiMzNhOTkzNjFmMTA5MTU0MTMxNDkxYzRmNzgyZg==,chapter1_output\0024_萧宇释放小型卫星进入环绕火星轨道卫星展开_20260614_021454.mp4,,558.2
25,success,倒计时归零月球以四十多万公里每小时的速度正面撞击木星表面瞬间爆发出超出太阳十几倍的耀眼强光,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzRiYTMxY2JlZmJjYzllY2RmMmY3ZTkxZThhYzg5OGJmNTYwYzZlOGQzNjI3ZjEyNg==,chapter1_output\0025_倒计时归零月球以四十多万公里每小时的速度_20260614_021053.mp4,,308.3
26,success,高能辐射线以光速从木星爆发穿过五亿公里太空直接轰击在火星上火星地表瞬间融化成暗红色熔岩洪流,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzhiNWY5NWRmN2UwOWU5NGMyMmYyZWI1MDZiMThhZTZlZDE4ODgxMzZkYWVjOTQyZQ==,chapter1_output\0026_高能辐射线以光速从木星爆发穿过五亿公里太_20260614_020950.mp4,,310.9
27,success,超级飓风在火星表面肆虐将碎石和陨石直接刮到同步轨道大气层被加热后形成巨大的风暴漩涡,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2E1YmYwNDE3YzYyNjQ5ZDE5MzBiMTE1Yzk1M2ZkYzk2ZDI2NjJkY2I5ZThiNTI0Nw==,chapter1_output\0027_超级飓风在火星表面肆虐将碎石和陨石直接刮_20260614_021130.mp4,,410.9
28,success,萧宇躲在火星背面飞船警报声此起彼伏他看着木星方向持续释放的高能射线心中既震撼又庆幸,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2RkMTZlZGI5YmYyZjRlNzk2MjU4NzAzMGFjMzUwMjFmYTM3NTJkZjgwYWM4Y2ExYQ==,chapter1_output\0028_萧宇躲在火星背面飞船警报声此起彼伏他看着_20260614_021434.mp4,,593.9
29,success,木星风以四百万公里每小时的速度席卷火星轨道大气层几乎被瞬间完全剥离露出下方炽热的地表,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Y1ZThhOTI0Mzk0OWQxMzRiNzQzYTcwOWYxNjFkNGU0YzJhYWQ5NmVkNDY2NGJhMA==,chapter1_output\0029_木星风以四百万公里每小时的速度席卷火星轨_20260614_020955.mp4,,317.7
30,success,整个火星变成了一颗巨大彗星拖着长长的彗尾朝向太阳方向飞去彗尾中夹带着无数陨石碎片,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzgzODgzZThiZDUwNmE1N2IwNzFlZTU3YTI3MGI2NjE2MzZhNWJmODI3NjY2MWQxMg==,chapter1_output\0030_整个火星变成了一颗巨大彗星拖着长长的彗尾_20260614_021252.mp4,,463.2
31,success,萧宇在黑暗中驾驶飞船灵活穿梭于乱飞的陨石之间雷达屏幕上密密麻麻全是红色碰撞预警,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2MwOTgwMGJhMWY0NzY0NGU1M2RjNjAyMzNjNzZjZmMwMWI3YjZlNjU2OGMxNzc2YQ==,chapter1_output\0031_萧宇在黑暗中驾驶飞船灵活穿梭于乱飞的陨石_20260614_021020.mp4,,310.2
32,success,木星风肆虐三天后渐渐平息萧宇启动自检系统飞船受损严重中央电脑运算能力降至百分之三十,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzM2ODU0ZDY4YjliODk4MGQ0OTFkZDJjMTU0YzhlNWI0YWI5OWM5Yzc4ODYxMmI3YQ==,chapter1_output\0032_木星风肆虐三天后渐渐平息萧宇启动自检系统_20260614_021339.mp4,,550.4
33,success,木星表面变成了暗红色仿佛在被鲜血覆盖狂暴的气旋在木星表面肆虐卫星轨道受到严重干扰,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2FhNDVhMWZiYTFkZTZiNTRhOGU0NWY5NWFmODVmNDFiNzgxNTA5MmY3YTM1NTYzMQ==,chapter1_output\0033_木星表面变成了暗红色仿佛在被鲜血覆盖狂暴_20260614_021356.mp4,,568.9
34,success,萧宇观察到木星撞击点发生了核聚变现象巨大的磁场约束着聚变反应堆这个自然奇迹让他意识颤抖,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzA5OTIwNjBiM2NkOWUzNjIxOTgxYjYwYTUzYzJlYjBmODM0MDY5MjRkYTE4ODllYQ==,chapter1_output\0034_萧宇观察到木星撞击点发生了核聚变现象巨大_20260614_021135.mp4,,418.5
35,success,萧宇疯狂收集可控核聚变数据无数公式和参数在计算板上飞速运算他找到了磁场约束的核心秘密,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Q1NjM5NjNiYzRmM2FiYThmZjMxNjg2MDUyODViNmFmNGM4ZTllMjljYjM1ODdmNA==,chapter1_output\0035_萧宇疯狂收集可控核聚变数据无数公式和参数_20260614_021157.mp4,,442.0
36,success,萧宇在心中狂吼建设庞大的宇宙舰队离开太阳系征服银河系意识中释放出压抑已久的激情,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzRjMWI4ZDViMDk1YzQ3NjMwODVlNmU5ZTc2MjkwNmNlMjY0NGY0MTRhMjMwNjdlMw==,chapter1_output\0036_萧宇在心中狂吼建设庞大的宇宙舰队离开太阳_20260614_021145.mp4,,423.6
37,success,萧宇在火星轨道上调整方向发动机点燃朝着太阳方向飞去他要做一次大胆的引力弹弓冒险,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2Q2YjA1Njg0MTNjYWZmOTA1OWIxNzY1MDYxY2Q1MTJlZWQwMTMwMjE4YzUyZTY3NA==,chapter1_output\0037_萧宇在火星轨道上调整方向发动机点燃朝着太_20260614_021151.mp4,,429.3
38,success,漫长的宇宙漂流之旅开始萧宇关闭大部分非必要系统飞船进入低功耗航行模式只有导航雷达微弱运转,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzIyMzdkMzRiNGY5YThjMTk3YTc5N2I5NThmZDRkNDgwMWI1MzNmZGRmMWY3MzU1Ng==,chapter1_output\0038_漫长的宇宙漂流之旅开始萧宇关闭大部分非必_20260614_021003.mp4,,322.4
39,success,萧宇操控飞船上的机器人制作简易滤网在星际空间中收集冰粒和灰尘滤网上缓缓积累着水分子,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzE3MDE4YjVkZTFkZDJhOTlhODlkYzkxMTIyOGIxMzI1ODc2NDc3ZTAzZWE4MzgzNA==,chapter1_output\0039_萧宇操控飞船上的机器人制作简易滤网在星际_20260614_021225.mp4,,395.8
